"","text","retweet_count","favorited","truncated","id_str","in_reply_to_screen_name","source","retweeted","created_at","in_reply_to_status_id_str","in_reply_to_user_id_str","lang","listed_count","verified","location","user_id_str","description","geo_enabled","user_created_at","statuses_count","followers_count","favourites_count","protected","user_url","name","time_zone","user_lang","utc_offset","friends_count","screen_name","country_code","country","place_type","full_name","place_name","place_id","place_lat","place_lon","lat","lon","expanded_url","url"
"112383","@rekhaposval Loser's<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> let it happen!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0084>

Winners<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> make it happen!! <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

Good Morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> https://t.co/IbYDpcN9y8",0,FALSE,FALSE,"806701436792778752","rekhaposval","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:26:24 +0000 2016",NA,"712254369421529088","en",123,FALSE,"mumbai & delhi ","416912120","BJP supporter and NAMO follower.PM Narendra Modi follows me on Twitter.
Bharat Mata ki jai...Jai Hind ..Vande Matram",TRUE,"Sun Nov 20 08:57:21 +0000 2011",423823,29577,165463,FALSE,NA,"Harbir Singh Suri","Chennai","en",19800,1164,"HarbirSinghSuri","IN","India","city","Raipur, India",NA,NA,21.2814035,81.8644645,NA,NA,NA,NA
"112442","@samarjeet_n Loser's<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> let it happen!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0084>

Winners<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> make it happen!! <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

Good Morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",0,FALSE,FALSE,"806701534780108804","samarjeet_n","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:26:48 +0000 2016",NA,"100272410","en",123,FALSE,"mumbai & delhi ","416912120","BJP supporter and NAMO follower.PM Narendra Modi follows me on Twitter.
Bharat Mata ki jai...Jai Hind ..Vande Matram",TRUE,"Sun Nov 20 08:57:21 +0000 2011",423825,29577,165464,FALSE,NA,"Harbir Singh Suri","Chennai","en",19800,1164,"HarbirSinghSuri","IN","India","city","Raipur, India",NA,NA,21.2814035,81.8644645,NA,NA,NA,NA
"112445","@bishnoikuldeep good morning Sir",0,FALSE,FALSE,"806701539175890945","bishnoikuldeep","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:26:49 +0000 2016","806681285334732800","132434838","en",3,FALSE,"Mandi adampur Hisar, India","746557341596794880","Male",TRUE,"Sat Jun 25 04:15:15 +0000 2016",654,25,926,FALSE,NA,"Sushil Rahar",NA,"en",NA,36,"rahar_sushil","IN","India","city","Adampur, India",NA,NA,29.283323,75.472573,NA,NA,NA,NA
"112466","@Rajivbakshi52 @kumarisuhani055 @fisheyedmeena @TaniaPalijo @vemswriter @VTanriover @Chetna1806 @seriousfunnyguy @LALPUSHP good morning <U+263A><U+FE0F>",0,FALSE,FALSE,"806701585233428481","Rajivbakshi52","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Thu Dec 08 03:27:00 +0000 2016","806665156407214080","325089716","en",43,FALSE,"NEW DELHI","2984416891","Ex.RBI OFFICER.....DIE HARD CONGRESS WALI...GREAT GREAT FAN OF INDIRA GANDHI AND NOW PRIYANKA   NO DM PL A REQUEST..",TRUE,"Thu Jan 15 17:09:17 +0000 2015",47257,3592,44684,FALSE,NA,"ashagawri 1",NA,"en",NA,1197,"ashagawri1","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,NA,NA,NA,NA
"112468","@SashiSimhan Loser's<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> let it happen!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0084>

Winners<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> make it happen!! <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

Good Morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",0,FALSE,FALSE,"806701586865004545","SashiSimhan","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:27:00 +0000 2016",NA,"949167829","en",123,FALSE,"mumbai & delhi ","416912120","BJP supporter and NAMO follower.PM Narendra Modi follows me on Twitter.
Bharat Mata ki jai...Jai Hind ..Vande Matram",TRUE,"Sun Nov 20 08:57:21 +0000 2011",423826,29576,165464,FALSE,NA,"Harbir Singh Suri","Chennai","en",19800,1164,"HarbirSinghSuri","IN","India","city","Raipur, India",NA,NA,21.2814035,81.8644645,NA,NA,NA,NA
"112522","Good morning <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #pinkislove #cutiecutie #lovelovelove @ Antik (Ingat… https://t.co/ymCxeROCyc",0,FALSE,FALSE,"806701686425124864",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Dec 08 03:27:24 +0000 2016",NA,NA,"en",0,FALSE,"City of Bacoor, Cavite","99716918","insecurity is an emotional disease! so get well soon.",TRUE,"Sun Dec 27 14:25:58 +0000 2009",226,32,108,FALSE,NA,"Dhen Angeles Ordonez",NA,"en",NA,362,"therealdhen","PH","Republic of the Philippines","city","Bacoor, Calabarzon",NA,NA,14.4304565,120.9695015,14.46108374,120.94130757,"https://twitter.com/i/web/status/806486469506306048","https://t.co/ymCxeROCyc"
"112531","@s_szama  good morning <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>",0,FALSE,FALSE,"806701701793128448","s_szama","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Thu Dec 08 03:27:28 +0000 2016","806652520512647168","356148473","en",43,FALSE,"NEW DELHI","2984416891","Ex.RBI OFFICER.....DIE HARD CONGRESS WALI...GREAT GREAT FAN OF INDIRA GANDHI AND NOW PRIYANKA   NO DM PL A REQUEST..",TRUE,"Thu Jan 15 17:09:17 +0000 2015",47259,3592,44685,FALSE,NA,"ashagawri 1",NA,"en",NA,1197,"ashagawri1","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,NA,NA,NA,NA
"112538","Good morning #Thursday <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> Breakfast time <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Prepared by me bas thoda namak kam reh gay <ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C> For… https://t.co/F6dkTqBfQM",0,FALSE,FALSE,"806701720017453057",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Dec 08 03:27:32 +0000 2016",NA,NA,"en",7,FALSE,"New Delhi, India","745162965435850753","Follow #BhookaSaand for best food and places to eat! #FoodBlog #RestaurantReview #FoodTips Email: bhooka.saand@gmail.com",TRUE,"Tue Jun 21 07:54:30 +0000 2016",215,46,66,FALSE,"http://bhookasaand.com","Bhooka Saand",NA,"en",NA,99,"BhookaSaand","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,28.6139,77.2089,"https://twitter.com/i/web/status/806486484672974848","https://t.co/F6dkTqBfQM"
"112539","@pepitadeolivos @spevlor <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BD><ed><U+00B2><U+00A7><ed><U+00A0><U+00BC><ed><U+00BC><U+0084>
<ed><U+00A0><U+00BC><ed><U+00BD><U+0081><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0083><ed><U+00A0><U+00BD><ed><U+00B0><U+0099><U+2753>Good Morning<ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BD><ed><U+00B8><U+008F> https://t.co/ZYUx8dwGK9",0,FALSE,FALSE,"806701717832302593","pepitadeolivos","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:27:31 +0000 2016","806250789769461760","3471278056","en",15,FALSE,"Mugla, Türkiye","3684901401","mimar & evli & Samsun & KTÜ &&& MKA",TRUE,"Thu Sep 17 11:01:52 +0000 2015",12873,1244,23929,FALSE,NA,"mine onat",NA,"tr",NA,998,"amineonat","TR","Türkiye","city","Ortaca, Türkiye",NA,NA,36.8402375,28.7492585,NA,NA,NA,NA
"112553","@singh_sequoia good morning :)",0,FALSE,FALSE,"806701741307609088","singh_sequoia","<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Dec 08 03:27:37 +0000 2016","806701506044887041","2836483682","en",587,FALSE,"Gurgaon","138107411","Programmer and Poet. developer evangelist @infragistics . awarded 7 times @microsoft MVP . JavaScript and angular",TRUE,"Wed Apr 28 16:55:04 +0000 2010",92214,5474,12939,FALSE,"http://debugmode.net","dhananjay kumar","Hawaii","en",-36000,889,"debug_mode","IN","India","city","Gurgaon, India",NA,NA,28.368525,76.974691,NA,NA,NA,NA
"11261610","Good morning #Lusaka! Sun will rise in 30 minutes (local time 05:28) #Sunrise #Photo #Photography [08.12.2016]",0,FALSE,FALSE,"806701845016170496",NA,"<a href=""http://www.twitter.com/photoschedule"" rel=""nofollow"">Photo Schedule Tweeter</a>",FALSE,"Thu Dec 08 03:28:02 +0000 2016",NA,NA,"en",181,FALSE,"Finland","4567387397","We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep",TRUE,"Tue Dec 22 11:53:15 +0000 2015",288336,142,0,FALSE,"http://www.owlkeep.com","PhotoSchedule","Midway Island","en",-39600,4,"PhotoSchedule","ZM","Zambia","admin","Lusaka, Zambia",NA,NA,-15.3067585,29.0953325,-15.41667,28.28333,NA,NA
"112664","@bonysengupta good morning",0,FALSE,FALSE,"806701939442360320","bonysengupta","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:28:24 +0000 2016",NA,"63512811","en",3,FALSE,"kolkata","3234639074","i am simple girl.ami yash dar khub boro fan",TRUE,"Wed Jun 03 03:18:16 +0000 2015",781,161,379,FALSE,"https://www.twitter.com","Sohini mitra",NA,"en",NA,593,"Sohinimitra6","IN","India","city","Kolkata, India",NA,NA,22.6127055,88.352242,NA,NA,NA,NA
"112667","@BokaroUpdates 
Good morning #Bokaroupdates 
Have a sweet day",0,FALSE,FALSE,"806701946967048192","BokaroUpdates","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:28:26 +0000 2016","806701666208714753","2517252360","en",0,FALSE,"Bokaro Steel City, Jharkhand","2904776311","I am Known as : Shubham Barnwal
Dear ones call me : Som
My habitat : Play cricket, football and riding
bike.
Talk to me at ( trin - trin ) : 7858922272",TRUE,"Thu Nov 20 03:10:58 +0000 2014",130,488,410,FALSE,NA,"I@mShubham",NA,"en",NA,1504,"sombarnwal6","IN","India","city","Bokaro Steel City, India",NA,NA,23.5854515,86.244069,23.6273385,86.1781957,NA,NA
"112713","Good morning Twitter world<ed><U+00A0><U+00BD><ed><U+00B9><U+008B><U+200D><U+2642><U+FE0F><ed><U+00A0><U+00BD><ed><U+00B8><U+0080><ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BD><ed><U+00B8><U+0089><U+2600><U+FE0F>",0,FALSE,FALSE,"806702021273391105",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Dec 08 03:28:44 +0000 2016",NA,NA,"en",1,FALSE,"Sachsen-Anhalt, Deutschland","111933880",NA,TRUE,"Sat Feb 06 17:08:59 +0000 2010",486,14,256,FALSE,NA,"Silvio","Hawaii","de",-36000,33,"stsilvi","DE","Deutschland","city","Zorbau, Deutschland",NA,NA,51.191797,12.0313525,NA,NA,NA,NA
"112736","#HairSprayLive #Empire #HaceloFeliz #ObamaLegacy #AkalisForPunjab #Donate2AAPGujarat #kaabilhoon Hii guys, Good morning",0,FALSE,FALSE,"806702067993612288",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:28:55 +0000 2016",NA,NA,"en",8,FALSE,"jaunpur, uttar Pradesh, India","804590330","Student (PG), being human & Diet Hard Fan Of #SalmanKhan & #NarendraModi",TRUE,"Wed Sep 05 13:20:00 +0000 2012",2650,942,53,FALSE,NA,"Thakur Gaurav Singh",NA,"en",NA,1411,"gauravs34084203","IN","India","city","Jaunpur, India",NA,NA,25.769091,82.6365755,25.7708881,82.5014211,NA,NA
"112744","Only Acceptance as Our Mistake brings Improvements. Good Morning and have a great day. 2/2",0,FALSE,FALSE,"806702087606272002",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:29:00 +0000 2016",NA,NA,"en",1,FALSE,"Bijnor, India","710406399784714240","Ex District President of BJP, Bijnor",TRUE,"Thu Mar 17 10:04:19 +0000 2016",525,371,256,FALSE,"http://www.facebook.com/drtejpalsinghverma","Dr Tej Pal Verma","New Delhi","en",19800,42,"drtejpalverma","IN","India","city","Roorkee, India",NA,NA,29.892867,77.9178375,NA,NA,NA,NA
"112750","Good morning #AddisAbaba! Sun will rise in 30 minutes (local time 06:29) #Sunrise #Photo #Photography [08.12.2016]",0,FALSE,FALSE,"806702096498262016",NA,"<a href=""http://www.twitter.com/photoschedule"" rel=""nofollow"">Photo Schedule Tweeter</a>",FALSE,"Thu Dec 08 03:29:02 +0000 2016",NA,NA,"en",181,FALSE,"Finland","4567387397","We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep",TRUE,"Tue Dec 22 11:53:15 +0000 2015",288337,142,0,FALSE,"http://www.owlkeep.com","PhotoSchedule","Midway Island","en",-39600,4,"PhotoSchedule","ET","Ethiopia","country","Ethiopia",NA,NA,9.149588,40.498584,9.03333,38.7,NA,NA
"112772","@drsinghuk1948 good morning <U+263A><U+FE0F> yr rose <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9> for today https://t.co/Nyp5k2HbfB",0,FALSE,FALSE,"806702143780462592","drsinghuk1948","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Thu Dec 08 03:29:13 +0000 2016",NA,"2346801535","en",43,FALSE,"NEW DELHI","2984416891","Ex.RBI OFFICER.....DIE HARD CONGRESS WALI...GREAT GREAT FAN OF INDIRA GANDHI AND NOW PRIYANKA   NO DM PL A REQUEST..",TRUE,"Thu Jan 15 17:09:17 +0000 2015",47260,3592,44685,FALSE,NA,"ashagawri 1",NA,"en",NA,1197,"ashagawri1","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,NA,NA,NA,NA
"112790","@Jamaica177 Good morning,too!<ed><U+00A0><U+00BD><ed><U+00B9><U+008B> #ALDUB73rdWeeksary <ed><U+00A0><U+00BD><ed><U+00B2><U+0099> https://t.co/tjGeABlQ4k",0,FALSE,FALSE,"806702184398143488","Jamaica177","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:29:23 +0000 2016",NA,"886508772","en",14,FALSE,"Republic of the Philippines","3801735744",NA,TRUE,"Tue Oct 06 09:37:07 +0000 2015",223574,2238,61609,FALSE,NA,"ALDUB MitzPrado",NA,"en",NA,1393,"cpjayloni","PH","Republic of the Philippines","city","San Pedro, Calabarzon",NA,NA,14.3492525,121.0444275,NA,NA,"https://youtu.be/bg92QpjRcJk","https://t.co/tjGeABlQ4k"
"112838","Good morning #Tehran! Sun will rise in 30 minutes (local time 07:01) #Sunrise #Photo #Photography [08.12.2016]",0,FALSE,FALSE,"806702599068090369",NA,"<a href=""http://www.twitter.com/photoschedule"" rel=""nofollow"">Photo Schedule Tweeter</a>",FALSE,"Thu Dec 08 03:31:02 +0000 2016",NA,NA,"en",181,FALSE,"Finland","4567387397","We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep",TRUE,"Tue Dec 22 11:53:15 +0000 2015",288340,142,0,FALSE,"http://www.owlkeep.com","PhotoSchedule","Midway Island","en",-39600,4,"PhotoSchedule","IR","Islamic Republic of Iran","country","Islamic Republic of Iran",NA,NA,32.3965425,53.6749745,35.66667,51.43333,NA,NA
"112938","#HairSprayLive #Empire #HaceloFeliz #ObamaLegacy #CopaDoBracil #HappyBirthdayIanSomerHalder #kaabilhoon #Donate2AAPGujarat Hi, Good morning",0,FALSE,FALSE,"806702793016758272",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:31:48 +0000 2016",NA,NA,"en",8,FALSE,"jaunpur, uttar Pradesh, India","804590330","Student (PG), being human & Diet Hard Fan Of #SalmanKhan & #NarendraModi",TRUE,"Wed Sep 05 13:20:00 +0000 2012",2651,943,53,FALSE,NA,"Thakur Gaurav Singh",NA,"en",NA,1411,"gauravs34084203","IN","India","admin","Uttar Pradesh, India",NA,NA,27.1397585,80.8675545,25.7976183,82.4309138,NA,NA
"112952","Good morning UAAP Champs!<U+263A><U+FE0F>",0,FALSE,FALSE,"806702816899133440",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Dec 08 03:31:54 +0000 2016",NA,NA,"en",17,FALSE,"Manila, Philippines","87229583","Winners never quit",TRUE,"Tue Nov 03 16:45:21 +0000 2009",73951,1821,2311,FALSE,"http://Instagram.com/myronparinas","Myron Ong","Alaska","en",-32400,745,"MyronParinas","PH","Republic of the Philippines","city","Manila City, National Capital Region",NA,NA,14.5914565,120.9839865,NA,NA,NA,NA
"112985","Good morning, Tehran! :) #Sunrise 07:02, noon 11:56, sunset 16:51 IRST (UTC+0330), December 8. Day length: 9h 49m.",0,FALSE,FALSE,"806702874797412352",NA,"<a href=""http://enotty.dk/"" rel=""nofollow"">cipni</a>",FALSE,"Thu Dec 08 03:32:07 +0000 2016",NA,NA,"en",182,FALSE,"World","215292728","Omnem hominem præcessit sol tempore, ergo sol præcessit omnem hominem tempore | NXT tip jar: NXT-TFTF-UQBX-5FPV-CRF2M",TRUE,"Sat Nov 13 14:46:18 +0000 2010",207795,859,2,FALSE,"https://twitter.com/soltempore","Sol Tempore","UTC","en",0,4,"soltempore","IR","Islamic Republic of Iran","country","Islamic Republic of Iran",NA,NA,32.3965425,53.6749745,35.6961,51.4231,NA,NA
"113027","Good morning, Ndola! :) #Sunrise 05:32, noon 11:57, sunset 18:23 CAT (UTC+2), December 8. Day length: 12h 52m.",0,FALSE,FALSE,"806702954619269122",NA,"<a href=""http://enotty.dk/"" rel=""nofollow"">cipni</a>",FALSE,"Thu Dec 08 03:32:26 +0000 2016",NA,NA,"en",182,FALSE,"World","215292728","Omnem hominem præcessit sol tempore, ergo sol præcessit omnem hominem tempore | NXT tip jar: NXT-TFTF-UQBX-5FPV-CRF2M",TRUE,"Sat Nov 13 14:46:18 +0000 2010",207796,859,2,FALSE,"https://twitter.com/soltempore","Sol Tempore","UTC","en",0,4,"soltempore","ZM","Zambia","admin","Copperbelt, Zambia",NA,NA,-13.080595,27.9395955,-12.9906,28.6498,NA,NA
"113106","good morning HAR HAR MAHADEV suman https://t.co/dwfIMOh10K",0,FALSE,FALSE,"806703091504410624",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:32:59 +0000 2016",NA,NA,"en",12,FALSE,NA,"2719570674",NA,TRUE,"Sat Aug 09 15:44:27 +0000 2014",24500,494,22425,FALSE,NA,"pkhandelwal",NA,"en",NA,1253,"pkhandelwal497","IN","India","city","Bengaluru South, India",NA,NA,12.9231145,77.5584485,NA,NA,"https://twitter.com/planetepics/status/806335671329812484","https://t.co/dwfIMOh10K"
"113129","Good Morning dearest sweet loving  and friends<ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00B8><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF><ed><U+00A0><U+00BC><ed><U+00BC><U+00BF> @shivja123 @shirnaazk @tani_creations… https://t.co/gGFOUchtzp",0,FALSE,TRUE,"806703131618779136",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:33:09 +0000 2016",NA,NA,"en",0,FALSE,"India","794441547521474560","beautiful memories and beautiful scene<ed><U+00A0><U+00BD><ed><U+00B2><U+0096><ed><U+00A0><U+00BD><ed><U+00B2><U+0096> what a dialogues delivery <ed><U+00A0><U+00BD><ed><U+00B2><U+009E><U+2764><U+2764><ed><U+00A0><U+00BD><ed><U+00B8><U+008D> #Ekdujekevaaste #Shraman<U+2764>",TRUE,"Fri Nov 04 07:29:59 +0000 2016",677,44,3600,FALSE,NA,"Sakshi#Ekdujekevaste",NA,"en",NA,49,"edkv2","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,NA,NA,"https://www.instagram.com/p/BNt5husAZGP/","https://t.co/gGFOUchtzp"
"113150","Good morning, Good people<ed><U+00A0><U+00BD><ed><U+00B9><U+008B> @ Wakatobi https://t.co/xhuBmQscAf",0,FALSE,FALSE,"806703166112735232",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Dec 08 03:33:17 +0000 2016",NA,NA,"en",1,FALSE,"Yogyakarta, Indonesia","431307097","Semua Sayur. Kalap semua.
Sedikit fans @Arsenal @BCSxPSS_1976, banyak fanatiknya.",TRUE,"Thu Dec 08 04:22:18 +0000 2011",10821,345,58,FALSE,NA,"Ridwan Wicaksono","Pacific Time (US & Canada)","id",-28800,288,"sayurkalap","ID","Indonesia","city","Panakkukang, Indonesia",NA,NA,-5.15921,119.475687,-5.13857,119.44574,"https://twitter.com/bookofaiison/status/806478481617985536","https://t.co/xhuBmQscAf"
"11316310","Good morning from olympos Antalya Turkey #travel #History #adventure #kadirs Batur https://t.co/VOXqdzqSCP",0,FALSE,FALSE,"806703186925027328",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Dec 08 03:33:22 +0000 2016",NA,NA,"en",31,FALSE,"Olympos / ANTALYA","318942897","Kadir Kaya",TRUE,"Fri Jun 17 09:23:41 +0000 2011",11089,1913,1852,FALSE,"http://www.kadirstreehouses.com","Kadir's Tree Houses","Athens","tr",7200,1899,"KTreeHouses","TR","Türkiye","city","Antalya, Türkiye",NA,NA,36.89007,30.680889,NA,NA,NA,NA
"113226","Good Morning tweeties! Enjoy this beautiful day!",0,FALSE,FALSE,"806703323407675392",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:33:54 +0000 2016",NA,NA,"en",31,FALSE,"Pretoria, South Africa","721625562247274496","Love my life! Love music and all outdoor activities! Ek is so soet soos stroop! Plain Jane!",TRUE,"Sun Apr 17 09:05:16 +0000 2016",5413,520,9890,FALSE,NA,"Julenda Chittenden",NA,"en",NA,1136,"Julenda1231","ZA","South Africa","city","Pretoria, South Africa",NA,NA,-25.7526055,28.1840665,NA,NA,NA,NA
"11326110","@YashhD_FC good morning frnds",0,FALSE,FALSE,"806703383943856128","YashhD_FC","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:34:09 +0000 2016",NA,"3015103053","en",3,FALSE,"kolkata","3234639074","i am simple girl.ami yash dar khub boro fan",TRUE,"Wed Jun 03 03:18:16 +0000 2015",783,161,379,FALSE,"https://www.twitter.com","Sohini mitra",NA,"en",NA,593,"Sohinimitra6","IN","India","city","Kolkata, India",NA,NA,22.6127055,88.352242,NA,NA,NA,NA
